,0
return,0.05331510584662362
bb_width,0.047418363219714925
%Deliverble,0.046969637179820875
vol_10,0.045137605705496395
vol_20,0.04481232148033554
rsi_14,0.04445160489267393
Deliverable Volume,0.04351050265653453
Trades,0.04339863525946572
Volume,0.04131038846220086
Turnover,0.04023290845488606
macd,0.04011306519157406
macd_signal,0.039786000250157015
Close_lag_4,0.03036436204445426
Close_lag_5,0.0289603744264376
bb_lower,0.028921551916901864
Close_lag_2,0.028819010372857824
Close_lag_3,0.027760155832551096
bb_upper,0.02774346569393369
ema_26,0.026743401453237767
sma_20,0.026072828744398358
VWAP,0.02515484051478067
Close,0.025107874454888504
Close_lag_1,0.024931429984524002
Open,0.024700866840718157
Last,0.024515373513716257
Low,0.024341764171735527
High,0.024274060649279013
sma_10,0.023833244563056726
Prev Close,0.023756789075083728
ema_12,0.023542467147961415
